Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),SERP Features
sag rod connection detail,,10,"0.25,0.25,0.00,0.00,0.25,0.50,1.00,0.25,0.25,0.00,0.25,0.00",,0.00,
sag rod connection details,,10,"0.14,0.29,0.00,0.00,0.14,0.14,1.00,0.14,0.14,0.00,0.43,0.00",,0.00,
sai pallavi family details,,10,"0.29,0.14,0.29,0.14,0.14,0.14,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,
saif zone contact details,,10,"0.50,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.50,0.25,0.25",,0.00,
sample resume with visa details,,10,"1.00,0.33,0.67,0.33,0.33,0.33,0.33,0.00,0.33,0.33,0.00,0.00",,0.00,
samsung a30 details,,10,"0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.14,0.14,0.14,1.00,0.00",,0.00,
samsung a30s details,,10,"0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20",,0.00,
samsung j7 details,,10,"0.00,0.00,0.00,0.00,0.00,0.75,0.00,1.00,0.25,0.00,0.00,0.00",,0.00,
samsung note 10 details,,10,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20",,0.00,
samsung note 5 details,,10,"0.00,1.00,0.00,0.00,0.00,0.14,0.14,0.14,0.29,0.00,0.00,0.00",,0.00,
samsung s9 plus details,,10,"0.00,0.00,0.14,0.14,0.14,0.14,0.14,1.00,0.00,0.29,0.14,0.00",,0.00,
samsung yateley gu46 6gg uk details,,10,"0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,
sanc contact details,,10,"0.00,0.50,0.00,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.50",,0.00,
sand details,,10,"1.00,0.00,0.43,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.29",,0.00,
sandwich panel detail dwg,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,0.33,0.67,0.33,0.33",,0.00,
sandwich panel installation details,,10,"0.20,0.20,0.20,0.00,0.40,0.20,0.00,0.20,0.00,1.00,0.20,0.00",,0.00,
sandwich panel walls details,,10,"0.33,0.67,0.33,0.33,1.00,0.33,0.33,1.00,0.33,0.33,0.33,0.33",,0.00,
sanlam contact details,,10,"0.33,0.33,0.67,0.67,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
saudi arabia iqama details,,10,"0.11,0.00,1.00,0.11,0.00,0.00,0.22,0.00,0.00,0.00,0.11,0.00",,0.00,
saudia fleet details,,10,"0.00,0.00,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.00",,0.00,
sauna construction details,,10,"0.50,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,1.00,0.00,0.50",,0.00,
sauna construction details wall section,,10,"0.25,0.25,0.25,0.50,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.25",,0.00,
sbi account details,,10,"0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.33",,0.00,
scaffolding details dwg,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.33",,0.00,
screen detail,,10,"0.33,0.67,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
search details,,10,"1.00,0.40,0.00,0.40,0.20,0.20,0.00,0.00,0.20,0.20,0.20,0.00",,0.00,
search details by image,,10,"0.25,0.50,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.25,0.00,0.00",,0.00,
search pan details,,10,"0.50,0.00,0.50,0.00,0.00,0.00,1.00,0.50,0.50,0.00,0.00,1.00",,0.00,
search vehicle details by chassis number,,10,"0.00,0.11,0.00,0.00,0.00,0.00,0.11,0.00,0.00,1.00,0.00,0.22",,0.00,
section detail symbol,,10,"0.00,0.00,1.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.14,0.57",,0.00,
sedum roof detail,,10,"0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,1.00,0.00,0.00,0.11",,0.00,
see the details,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20",,0.00,
selva magal scheme details,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33",,0.00,
semi detailed lesson plan,,10,"0.00,0.20,0.20,0.00,0.00,0.20,0.20,0.20,0.20,1.00,0.20,0.00",,0.00,
sending bank account details by email,,10,"0.50,0.25,0.25,0.50,0.25,0.00,1.00,0.00,0.25,0.25,0.50,0.00",,0.00,
sensory details list,,10,"1.00,0.00,0.00,0.00,0.14,0.29,0.00,0.00,0.00,0.14,0.00,0.14",,0.00,
shadowline shadow gap ceiling detail,,10,"1.00,0.20,0.00,0.20,0.00,0.60,0.20,0.00,0.00,0.00,0.60,0.00",,0.00,
sharaf dg contact details,,10,"0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,1.00,1.00,0.33,0.33",,0.00,
sharjah municipality contact details,,10,"0.00,0.00,0.20,0.20,0.20,0.20,0.60,0.20,0.20,1.00,0.20,0.00",,0.00,
sharjah to trichy flight details,,10,"0.50,0.50,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.50",,0.00,
shark nose edge detail,,10,"0.00,0.00,0.00,0.00,0.14,1.00,0.00,0.00,0.00,0.14,0.00,0.14",,0.00,
shear wall reinforcement details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,1.00,0.50",,0.00,
shed details,,10,"0.50,0.00,0.50,0.50,0.00,0.00,0.50,1.00,0.50,0.50,0.00,0.00",,0.00,
shed roof construction details,,10,"0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,
shell contact details,,10,"0.00,0.00,0.00,0.50,0.25,0.25,0.25,0.00,0.00,0.00,0.00,1.00",,0.00,
ship details website,,10,"0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.00,0.00,0.25",,0.00,
ship engine details,,10,"0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.33,0.00,1.00,0.33",,0.00,
shipment details,,10,"0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.25",,0.00,
shipping details sample,,10,"0.00,0.20,0.20,0.00,0.00,0.40,0.00,0.20,0.40,1.00,0.40,0.00",,0.00,
shoes size details,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50",,0.00,
shop detail drawings,,10,"1.00,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00",,0.00,
should we include passport details in resume,,10,"0.50,0.00,1.00,0.50,0.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00",,0.00,
shriram finance vehicle loan details contact number,,10,"0.75,0.00,1.00,0.25,0.00,0.00,0.00,0.25,0.00,0.25,0.50,0.00",,0.00,
sibling details means,,10,"0.00,0.00,0.43,0.14,0.00,1.00,0.29,0.00,0.00,0.00,0.00,0.57",,0.00,
sign board details,,10,"0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20",,0.00,
sign board fixing details,,10,"0.33,0.67,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00",,0.00,
sika waterproofing details,,10,"0.22,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.11",,0.00,
sill detail,,10,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.40",,0.00,
sim card number details online,,10,"0.50,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25",,0.00,
sim card number details online india,,10,"0.20,0.20,0.00,0.00,0.60,0.00,1.00,0.40,0.00,0.20,0.20,0.00",,0.00,
single sliding door detail,,10,"0.00,0.00,0.29,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.00,1.00",,0.00,
sip full details in hindi,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.22,0.11",,0.00,
sira contact details,,10,"0.20,0.00,0.40,0.20,1.00,0.20,0.20,0.20,0.20,0.00,0.20,0.00",,0.00,
six sigma course details,,10,"0.11,0.22,1.00,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.11,0.00",,0.00,
skeleton in detail,,10,"0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,1.00,0.14,0.00,0.00",,0.00,
skirting detail,,10,"0.33,0.33,0.33,0.67,0.33,1.00,0.67,0.33,0.33,0.33,0.33,0.33",,0.00,
skirting detail section,,10,"0.25,0.25,0.75,0.00,0.00,0.25,0.25,0.25,1.00,0.25,0.25,0.00",,0.00,
skylight details dwg free download,,10,"0.20,0.20,0.80,0.20,0.20,1.00,0.20,0.20,0.00,0.40,0.00,0.00",,0.00,
skylight details pdf,,10,"0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00",,0.00,
slab detail plan,,10,"0.20,0.20,0.20,0.60,0.20,0.00,1.00,0.20,0.00,0.00,0.00,0.00",,0.00,
slab details pdf,,10,"0.33,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.67",,0.00,
slab reinforcement detailing pdf,,10,"0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.50,1.00,0.25,0.25",,0.00,
slanted curtain wall detail,,10,"1.00,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67",,0.00,
sliding door cad details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50",,0.00,
sliding door detail,,10,"0.33,0.67,0.33,0.67,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.67",,0.00,
sliding door detail drawing pdf,,10,"0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.50",,0.00,
sliding door frame detail,,10,"0.14,0.14,0.14,0.14,0.00,0.14,1.00,0.14,0.14,0.29,0.00,0.00",,0.00,
sliding gate detail drawings pdf,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.67,1.00,0.33",,0.00,
sliding glass door detail cad,,10,"0.40,0.00,0.40,0.00,0.00,0.60,0.00,0.20,0.20,0.20,1.00,0.00",,0.00,
sliding glass door detail dwg,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33",,0.00,
sliding window detail dwg,,10,"0.25,0.25,0.50,1.00,0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25",,0.00,
slims detailing,,10,"0.50,0.50,0.50,0.00,1.00,1.00,0.50,1.00,0.00,0.50,0.50,0.00",,0.00,
sloped roof detail dwg,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.11",,0.00,
sloping roof details,,10,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.00,0.20,0.40,0.00",,0.00,
smacna duct support details,,10,"0.33,0.33,0.33,1.00,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33",,0.00,
small detail brush,,10,"0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.29,0.14,1.00,0.14,0.00",,0.00,
small details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50",,0.00,
smart card details,,10,"0.00,1.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00",,0.00,
smoke partition detail,,10,"1.00,0.00,0.20,0.00,0.20,0.20,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,
soak pit construction details pdf,,10,"0.11,0.11,0.11,0.11,1.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00",,0.00,
soakage pit details,,10,"0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25",,0.00,
soakaway construction details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.25,1.00",,0.00,
soffit detail,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,1.00",,0.00,
soffit detail drawing,,10,"0.00,0.33,0.00,0.00,0.33,0.33,1.00,0.00,0.00,0.00,0.00,1.00",,0.00,
solar details,,10,"0.00,0.00,0.00,0.00,0.14,1.00,0.00,0.14,0.00,0.00,0.00,0.14",,0.00,
solar energy details,,10,"0.40,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.00,1.00,0.00",,0.00,
solar panel installation details,,10,"0.33,0.33,1.00,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.67,0.33",,0.00,
sonax brilliant shine detailer,,10,"0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25",,0.00,
sonax xtreme brilliant shine detailer,,10,"1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,
souq com contact details,,10,"0.25,0.50,1.00,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25",,0.00,
south african airways contact details,,10,"0.25,0.25,0.25,0.25,0.50,0.25,1.00,0.25,0.25,0.25,0.25,0.50",,0.00,
south indian bank home loan details,,10,"0.00,0.00,0.22,0.00,0.00,1.00,0.11,0.11,0.22,0.00,0.00,0.00",,0.00,
south indian bank vehicle loan details,,10,"0.33,0.67,0.67,0.00,0.67,0.33,0.33,0.00,0.00,1.00,0.33,0.00",,0.00,
southern sun hotel contact details,,10,"0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.50,0.00,0.00,0.25,0.00",,0.00,
space details,,10,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,
spain country details,,10,"0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.67,1.00,0.33",,0.00,
spare me the details meaning,,10,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20",,0.00,
spec details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,1.00",,0.00,
spicejet dubai contact details,,10,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.00,1.00,0.20,0.20",,0.00,
spicejet pnr details,,10,"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.33",,0.00,
spicejet sg 18 flight details,,10,"0.50,1.00,1.00,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,1.00",,0.00,
spider curtain wall details,,10,"0.00,0.29,1.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.29,0.00",,0.00,
spiral staircase reinforcement details,,10,"0.50,0.00,1.00,0.50,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00",,0.00,
spotify payment details,,10,"0.25,0.25,0.50,0.00,0.75,0.00,0.25,0.00,0.25,0.25,1.00,0.00",,0.00,
ssy scheme details in tamil,,10,"0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,1.00",,0.00,
st regis abu dhabi contact details,,10,"1.00,0.67,0.00,1.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00",,0.00,
staff details form,,10,"0.29,0.14,0.00,0.14,0.14,0.00,1.00,0.00,0.00,0.14,0.00,0.00",,0.00,
stair tread detail,,10,"0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33",,0.00,
staircase construction details,,10,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.50,1.00",,0.00,
stairs section details dwg,,10,"0.20,0.20,0.20,0.20,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,
standard chartered bank contact details,,10,"0.00,1.00,0.00,0.50,0.50,0.00,1.00,0.50,0.00,0.00,0.50,0.00",,0.00,
standing seam gutter detail,,10,"0.00,0.43,0.14,0.57,0.14,0.00,0.14,1.00,0.00,0.00,0.00,0.00",,0.00,
standing seam metal roof cad details,,10,"0.00,0.20,0.20,1.00,0.00,0.00,0.60,0.20,0.20,0.00,0.20,0.00",,0.00,
standing seam rake detail,,10,"0.00,0.25,0.50,0.75,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,
starting a car detailing business,,10,"0.40,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
state bank of india account details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33",,0.00,
status epicgames com for details,,10,"1.00,0.14,0.00,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.00,0.00",,0.00,
steam account details,,10,"0.00,0.00,1.00,0.67,0.00,0.33,0.33,0.33,0.00,0.33,0.33,0.00",,0.00,
steel balustrade detail,,10,"0.00,0.00,0.14,1.00,0.00,0.14,0.00,0.43,0.14,0.14,0.14,0.00",,0.00,
steel beam to column connection details,,10,"0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.25,0.25,1.00,0.25",,0.00,
steel beam to column connection details dwg free,,10,"0.00,0.20,0.20,0.00,1.00,0.20,0.00,0.80,0.00,0.20,0.00,0.00",,0.00,
steel cantilever detail,,10,"0.00,0.00,0.00,0.29,0.14,0.14,0.00,0.14,0.14,0.00,0.00,1.00",,0.00,
steel column cladding detail,,10,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.00,0.00",,0.00,
steel column footing detail dwg,,10,"0.33,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,1.00,0.00,0.33",,0.00,
steel column section detail,,10,"0.20,0.20,0.00,0.80,0.00,0.40,0.00,0.00,0.00,0.20,1.00,0.00",,0.00,
steel connection details dwg,,10,"0.00,0.50,0.00,0.00,1.00,0.50,0.50,0.00,0.50,0.00,0.50,0.00",,0.00,
steel connection details dwg free download,,10,"0.00,0.00,0.00,1.00,0.20,0.40,0.60,0.20,0.20,0.20,0.20,0.00",,0.00,
steel curtain wall detail,,10,"0.20,0.00,1.00,0.00,0.40,0.20,0.00,0.00,1.00,0.20,0.00,0.00",,0.00,
steel detailer resume,,10,"1.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00",,0.00,
steel detailer salary,,10,"0.00,0.00,0.00,0.11,0.11,0.11,0.11,1.00,0.11,0.00,0.11,0.00",,0.00,
steel detailing companies in dubai,,10,"1.00,0.00,0.00,0.33,0.33,0.33,0.67,0.00,0.33,0.33,0.67,0.00",,0.00,
steel detailing companies in hyderabad,,10,"0.14,1.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43",,0.00,
steel detailing jobs in australia,,10,"0.00,0.00,0.00,0.14,0.00,0.00,0.14,1.00,0.00,0.00,0.00,0.43",,0.00,
steel door details pdf,,10,"0.20,0.20,1.00,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
steel door section detail,,10,"0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25",,0.00,
steel foundation details,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,1.00",,0.00,
steel frame elevator shaft details dwg,,10,"0.33,0.33,0.33,0.00,0.00,0.00,1.00,0.33,0.33,0.00,1.00,0.00",,0.00,
steel frame house construction details,,10,"0.50,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.00,1.00,0.00",,0.00,
steel gate details,,10,"0.50,0.00,0.00,0.00,0.50,1.00,0.50,1.00,0.00,0.00,0.50,0.00",,0.00,
steel pergola details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
steel roof truss details,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00",,0.00,
steel sliding door detail dwg,,10,"0.00,0.25,0.00,0.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,0.25",,0.00,
steel stair stringer connection details,,10,"0.50,0.00,0.50,1.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00",,0.00,
steel staircase construction details,,10,"0.00,0.25,0.00,1.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,0.25",,0.00,
steel staircase details drawings,,10,"0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.33,0.33",,0.00,
steel staircase fixing details,,10,"0.33,0.33,1.00,0.33,0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.67",,0.00,
steel structure section detail,,10,"0.33,0.67,1.00,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
steel stud ceiling framing details,,10,"0.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00",,0.00,
steel to steel connection detail,,10,"0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.40,1.00,0.20,0.00,0.40",,0.00,
steel truss section detail,,10,"0.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.20",,0.00,
stella maris college fees details,,10,"1.00,0.14,0.43,0.00,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.29",,0.00,
stepped footing detail,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
sto eifs details,,10,"0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,1.00",,0.00,
stone cladding mechanical fixing details,,10,"0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.67",,0.00,
stone wall section detail,,10,"0.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,1.00,1.00,0.00,0.50",,0.00,
store keeper work details,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,
stratum contact details,,10,"0.20,0.20,0.00,0.00,0.40,0.20,0.20,0.00,0.20,0.20,1.00,0.00",,0.00,
street light details,,10,"0.50,0.25,1.00,0.25,0.50,0.25,0.25,0.00,0.00,0.25,0.25,0.00",,0.00,
structural detailer job description,,10,"0.00,0.00,0.00,0.00,0.67,0.00,0.33,1.00,0.00,0.00,0.00,0.33",,0.00,
structural detailing software,,10,"0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.33,0.33,0.00",,0.00,
structural glass roof details,,10,"0.50,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.50,0.00,0.00",,0.00,
structural glazing curtain wall details,,10,"0.00,0.00,0.14,0.14,1.00,0.14,0.14,0.14,0.00,0.14,0.29,0.00",,0.00,
structural steel detailing,,10,"0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33",,0.00,
structural steel detailing pdf,,10,"0.00,0.14,0.00,0.00,0.43,1.00,0.14,0.14,0.00,0.00,0.00,0.00",,0.00,
stud detail,,10,"0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.67,0.33,0.33,0.33",,0.00,
student details format,,10,"1.00,0.50,0.50,0.00,0.50,0.00,0.50,0.50,0.50,1.00,0.50,0.00",,0.00,
subramanian swamy contact details,,10,"0.00,0.00,0.00,0.00,0.33,1.00,1.00,0.00,0.00,0.00,0.00,0.33",,0.00,
subtle details,,10,"0.20,1.00,0.00,0.20,0.00,0.00,0.00,0.20,0.20,0.60,0.40,0.00",,0.00,
sump detail drawing,,10,"0.20,0.40,1.00,0.20,0.40,0.20,0.00,0.00,0.80,0.00,0.20,0.00",,0.00,
sunken slab section detail,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00",,0.00,
sunshade steel details,,10,"0.00,0.00,0.50,0.00,0.50,0.50,0.00,1.00,0.50,0.00,0.00,0.50",,0.00,
supplementary details,,10,"0.20,0.60,0.00,0.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20",,0.00,
supply chain management details,,10,"0.50,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00",,0.00,
supporting details definition,,10,"1.00,0.50,0.00,0.50,0.50,0.50,0.00,0.50,0.00,1.00,0.00,0.00",,0.00,
supporting details worksheet,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.14,1.00",,0.00,
suresh gopi family details,,10,"0.11,0.00,0.11,0.00,0.00,0.22,0.00,1.00,0.00,0.00,0.11,0.00",,0.00,
survey number land details,,10,"1.00,0.33,0.33,0.33,0.00,1.00,0.33,0.33,0.00,0.33,0.00,0.00",,0.00,
surveyor course details,,10,"0.33,1.00,0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67",,0.00,
suspended acoustic ceiling details,,10,"0.20,0.20,0.20,0.40,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20",,0.00,
suspended ceiling details pdf,,10,"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.00",,0.00,
suspended gypsum ceiling detail,,10,"0.00,0.00,0.67,0.33,1.00,0.33,0.33,0.00,0.00,1.00,0.00,0.00",,0.00,
sv 773 flight details,,10,"0.33,0.67,0.00,0.33,0.33,0.67,0.33,0.33,1.00,0.33,0.33,0.00",,0.00,
swift details,,10,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,
swiggy order details,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,0.20,0.20",,0.00,
swimming pool plan details,,10,"0.14,0.14,0.00,0.14,0.14,0.14,0.00,0.43,0.14,1.00,0.00,0.00",,0.00,
synthetic turf edge detail,,10,"0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.33,0.33,1.00",,0.00,
table with details,,10,"0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,
tailoring details,,10,"0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,1.00,0.33",,0.00,
tamim bin hamad al thani contact details,,10,"0.40,0.00,1.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00",,0.00,
tangedco reading details,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20",,0.00,
tata ace details,,10,"0.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,
tata capital loan details,,10,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25",,0.00,
tata sky pack details,,10,"1.00,0.14,0.00,0.00,0.00,0.14,0.00,0.14,0.00,0.14,0.00,0.14",,0.00,
tekla detailer jobs in qatar,,10,"0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.25,0.50,1.00",,0.00,
tekla detailer jobs in uk,,10,"0.25,0.50,0.25,0.25,0.50,0.00,0.25,0.25,0.25,1.00,0.00,0.00",,0.00,
tekla rebar detailing,,10,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33",,0.00,
tekla steel detailing jobs in singapore,,10,"1.00,0.00,0.33,0.33,0.33,0.67,0.00,0.33,0.00,0.00,0.33,0.00",,0.00,
telangana property registration details,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67",,0.00,
telenor number check details,,10,"0.00,0.00,0.33,0.33,1.00,0.00,0.33,0.00,0.00,0.00,0.67,0.00",,0.00,
